"Player Height {0.100}","Head Rotation X {0.100}","Head Rotation Y {0.100}","Head Rotation Z {0.100}","Player Position X {0.100}","Player Position Y {0.100}","Player Position Z {0.100}","Object Viewed by Player {0.100}","Simulation Timings {0.200}","Helping Timing {0.100}"
1.631,357.129,91.399,357.178,3.702,0.000,0.058,,,
1.630,357.782,87.333,356.910,3.754,0.000,0.089,,,
1.629,358.120,85.302,356.886,3.805,0.000,0.122,,,
1.629,358.066,85.162,356.909,3.863,0.000,0.155,,,
1.629,358.026,85.289,356.413,3.916,0.000,0.184,,,
1.628,358.086,85.509,356.206,3.970,0.000,0.213,,,
1.628,358.012,85.633,356.042,4.027,0.000,0.225,,,
1.628,357.974,85.747,355.946,4.088,0.000,0.230,,,
1.629,357.879,86.249,355.843,4.147,0.000,0.237,,,
1.629,357.838,86.465,355.944,4.208,0.000,0.246,,,
1.629,357.785,86.413,356.014,4.268,0.000,0.255,,,
1.629,357.770,86.289,356.114,4.326,0.000,0.264,,,
1.629,357.822,86.235,356.123,4.387,0.000,0.274,,,
1.629,357.778,86.247,356.114,4.444,0.000,0.283,,,
1.628,357.886,86.400,356.097,4.503,0.000,0.291,,,
1.628,357.914,86.563,356.134,4.560,0.000,0.298,,,
1.628,357.952,86.757,356.238,4.617,0.000,0.305,,,
1.628,357.926,86.856,356.251,4.676,0.000,0.312,,,
1.628,357.944,86.967,356.326,4.732,0.000,0.319,,,
1.628,357.984,87.250,356.274,4.789,0.000,0.329,,,
1.628,358.024,87.653,356.240,4.849,0.000,0.342,,,
1.628,358.088,88.657,356.330,4.907,0.000,0.351,,,
1.628,358.039,88.691,356.238,4.965,0.000,0.359,,,
1.628,358.066,88.517,356.167,5.023,0.000,0.369,,,
1.628,358.124,88.534,356.157,5.079,0.000,0.384,,,
1.628,358.120,88.450,356.164,5.135,0.000,0.387,,,
1.628,357.996,88.278,356.150,5.194,0.000,0.384,,,
1.628,357.986,88.320,356.076,5.253,0.000,0.374,,,
1.627,358.116,88.411,356.054,5.307,0.000,0.355,,,
1.627,358.172,88.416,356.030,5.361,0.000,0.329,,,
1.627,358.272,88.261,356.091,5.417,0.000,0.309,,,
1.627,358.170,88.182,356.180,5.477,0.000,0.299,,,
1.627,358.173,87.892,356.175,5.537,0.000,0.302,,,
1.627,358.101,87.440,356.175,5.595,0.000,0.315,,,
1.627,358.134,87.303,356.180,5.654,0.000,0.329,,,
1.627,358.067,87.805,356.274,5.712,0.000,0.340,,,
1.627,358.068,88.496,356.345,5.769,0.000,0.347,,,
1.627,358.130,91.384,356.770,5.826,0.000,0.351,,,
1.627,358.138,92.177,356.963,5.882,0.000,0.354,,,
1.627,358.307,91.821,356.717,5.946,0.000,0.358,,,
1.627,358.508,91.103,356.536,6.006,0.000,0.363,,,
1.627,358.510,90.948,356.563,6.069,0.000,0.369,,,
1.627,358.422,90.481,356.590,6.125,0.000,0.375,,,
1.627,358.286,89.759,356.498,6.182,0.000,0.382,,,
1.627,358.210,89.126,356.450,6.239,0.000,0.389,,,
1.628,357.860,87.295,356.138,6.294,0.000,0.398,,,
1.628,357.765,86.741,356.032,6.348,0.000,0.407,,,
1.628,357.651,85.678,355.984,6.457,0.000,0.426,,,
1.628,357.446,84.996,355.933,6.574,0.000,0.448,,,
1.629,357.399,84.421,355.901,6.682,0.000,0.470,,,
1.628,357.399,82.918,355.804,6.794,0.000,0.496,,,
1.628,357.508,82.232,355.749,6.910,0.000,0.520,,,
1.628,357.681,80.721,355.669,7.017,0.000,0.524,,,
1.628,357.782,80.068,355.586,7.133,0.000,0.526,,,
1.627,357.819,79.282,355.393,7.240,0.000,0.498,,,
1.627,357.781,78.297,355.254,7.350,0.000,0.464,,,
1.628,357.662,77.137,354.999,7.452,0.000,0.434,,,
1.628,357.551,76.221,354.886,7.556,0.000,0.406,,,
1.628,357.152,73.696,354.700,7.662,0.000,0.382,,,
1.629,356.821,71.672,354.686,7.778,0.000,0.378,,,
1.629,356.716,70.049,354.736,7.892,0.000,0.383,,,
1.630,356.343,66.212,354.890,8.013,0.000,0.391,,,
1.630,356.113,63.378,355.058,8.131,0.000,0.397,,,
1.631,355.313,59.914,355.555,8.240,0.000,0.407,,,
1.632,354.696,56.023,356.166,8.357,0.000,0.424,,,
1.632,354.410,45.834,357.209,8.414,0.000,0.430,,,
1.630,355.233,41.573,357.385,8.414,0.000,0.430,,,
1.626,356.918,38.221,357.223,8.414,0.000,0.430,,,
1.624,357.958,36.549,357.023,8.480,0.000,0.436,,,
1.623,358.561,35.726,356.978,8.625,0.000,0.445,,,
1.621,359.393,33.468,357.165,8.770,0.000,0.455,,,
1.620,359.711,30.501,357.497,8.921,0.000,0.471,,,
1.619,0.174,26.098,357.844,8.921,0.000,0.471,,,
1.617,1.480,19.178,358.126,8.921,0.000,0.471,,,
1.611,4.011,13.852,358.158,8.921,0.000,0.471,,,
1.595,11.319,11.850,356.874,8.921,0.000,0.471,,,
1.588,14.599,11.495,356.025,8.921,0.000,0.471,,,
1.581,17.530,11.301,354.966,8.921,0.000,0.471,,,
1.578,18.889,11.249,354.332,8.921,0.000,0.471,,,
1.600,8.100,11.688,355.999,8.921,0.000,0.471,,,
1.632,351.911,6.374,358.483,8.921,0.000,0.471,,,
1.639,347.583,6.201,0.020,9.027,0.000,0.623,,,
1.640,346.987,10.446,0.208,9.165,0.000,0.754,,,
1.639,349.013,36.607,358.106,9.322,0.000,0.825,,,
1.632,354.680,76.851,355.438,9.426,0.000,0.817,,,
1.628,357.657,96.411,355.414,9.542,0.000,0.751,,,
1.625,359.131,107.849,354.790,9.643,0.000,0.660,,,
1.624,0.233,114.116,354.530,9.718,0.000,0.535,,,
1.625,359.748,113.832,354.832,9.761,0.000,0.447,,,
1.626,359.402,113.261,355.057,9.812,0.000,0.432,,,
1.627,358.999,112.472,355.725,9.914,0.000,0.424,,,
1.628,358.798,111.484,356.774,10.023,0.000,0.437,,,
1.628,358.814,111.284,357.064,10.125,0.000,0.453,,,
1.628,358.774,111.373,357.491,10.226,0.000,0.468,,,
1.628,358.719,111.140,357.880,10.329,0.000,0.477,,,
1.628,358.677,111.005,357.935,10.439,0.000,0.475,,,
1.628,358.768,111.221,358.029,10.543,0.000,0.472,,,
1.628,358.638,113.677,357.884,10.685,0.000,0.466,,,
1.629,358.145,116.416,357.803,10.836,0.000,0.459,,,
1.631,356.898,124.248,357.246,10.975,0.000,0.459,,,
1.632,356.519,127.034,356.774,11.076,0.000,0.455,,,
1.632,356.457,127.971,356.190,11.227,0.000,0.447,,,
1.632,356.324,127.797,356.103,11.373,0.000,0.439,,,
1.632,356.126,127.910,355.872,11.474,0.000,0.434,,,
1.634,354.665,130.745,353.730,11.617,0.000,0.423,,,
1.635,353.822,131.993,353.756,11.761,0.000,0.407,,,
1.636,353.511,132.491,354.019,11.860,0.000,0.394,,,
1.635,353.690,132.302,354.046,12.004,0.000,0.377,,,
1.635,353.727,132.276,354.181,12.109,0.000,0.364,,,
1.634,353.999,132.899,354.228,12.245,0.000,0.346,,,
1.634,354.246,133.917,354.290,12.347,0.000,0.331,,,
1.633,354.456,134.710,354.334,12.347,0.000,0.331,,,
1.633,354.708,135.629,354.203,12.347,0.000,0.331,,,
1.632,355.178,136.116,354.164,12.347,0.000,0.331,,,
1.631,355.299,136.086,354.211,12.347,0.000,0.331,,,
1.631,355.581,135.640,354.337,12.437,0.000,0.300,,,
1.631,355.631,135.079,354.423,12.569,0.000,0.257,,,
1.630,355.854,134.357,354.581,12.703,0.000,0.224,,,
1.630,356.064,132.608,354.786,12.834,0.000,0.197,,,
1.630,356.414,126.370,354.720,12.968,0.000,0.182,,,
1.630,357.048,118.126,354.799,13.104,0.000,0.192,,,
1.630,357.695,109.154,355.286,13.233,0.000,0.225,,,
1.630,358.290,99.216,355.666,13.343,0.000,0.276,,,
1.629,358.341,93.386,355.743,13.413,0.000,0.317,,,
1.630,357.931,95.899,356.713,13.413,0.000,0.317,,,
1.630,357.788,98.755,356.732,13.495,0.000,0.336,,,
1.631,357.492,103.448,357.045,13.616,0.000,0.357,,,
1.631,357.418,108.422,357.815,13.745,0.000,0.375,,,
1.630,357.289,114.380,357.840,13.866,0.000,0.385,,,
1.630,357.272,116.195,357.830,13.983,0.000,0.370,,,
1.631,357.042,118.968,357.534,14.110,0.000,0.340,,,
1.630,357.201,119.354,357.112,14.233,0.000,0.309,,,
1.631,357.192,117.844,356.998,14.358,0.000,0.279,,,
1.631,357.204,114.875,356.722,14.491,0.000,0.256,,,
1.632,357.038,109.264,356.552,14.612,0.000,0.247,,,
1.633,356.326,100.609,355.637,14.729,0.000,0.254,,,
1.635,355.383,87.740,354.856,14.839,0.000,0.294,,,
1.635,354.899,81.170,354.866,14.936,0.000,0.344,,,
1.636,353.941,72.932,355.144,15.029,0.000,0.404,,,
1.636,353.757,71.107,355.343,15.121,0.000,0.471,,,
1.636,353.571,69.126,355.373,15.219,0.000,0.532,,,
1.636,353.341,68.207,354.654,15.316,0.000,0.564,,,
1.637,352.898,68.384,354.397,15.424,0.000,0.590,,,
1.637,352.631,68.702,353.915,15.531,0.000,0.589,,,
1.637,352.473,67.648,353.191,15.637,0.000,0.565,,,
1.636,352.407,62.076,352.277,15.749,0.000,0.538,,,
1.636,352.484,57.249,352.932,15.872,0.000,0.498,,,
1.634,352.922,47.177,354.193,15.990,0.000,0.454,,,
1.631,354.297,37.127,355.118,16.030,0.000,0.439,,,
1.626,356.478,29.414,354.941,16.030,0.000,0.439,,,
1.624,357.489,26.185,354.886,16.030,0.000,0.439,,,
1.620,359.021,22.136,354.563,16.030,0.000,0.439,,,
1.619,359.701,21.733,354.432,16.030,0.000,0.439,,,
1.616,0.963,24.513,354.690,16.030,0.000,0.439,,,
1.612,4.298,36.365,356.153,16.030,0.000,0.439,,,
1.609,7.494,65.923,356.370,16.030,0.000,0.439,,,
1.609,7.961,95.518,358.367,16.030,0.000,0.439,,,
1.610,7.701,110.842,358.870,16.030,0.000,0.439,,,
1.610,7.754,129.413,359.447,16.030,0.000,0.439,,,
1.609,8.068,140.996,359.743,16.030,0.000,0.439,,,
1.608,8.465,150.664,359.354,16.160,0.000,0.399,,,
1.608,9.198,155.503,359.204,16.290,0.000,0.352,,,
1.607,9.995,157.368,359.368,16.420,0.000,0.299,,,
1.603,11.808,160.633,359.851,16.484,0.000,0.187,,,
1.602,12.205,163.216,359.810,16.504,0.000,0.102,,,
1.601,12.684,165.059,359.938,16.509,0.000,0.011,,,
1.601,12.850,165.301,359.754,16.519,0.000,-0.126,,,
1.600,13.353,165.155,359.206,16.540,0.000,-0.250,,,
1.600,13.515,165.254,359.285,16.561,0.000,-0.383,,,
1.599,13.795,165.538,359.595,16.575,0.000,-0.472,,,
1.598,14.241,165.651,359.669,16.589,0.000,-0.498,,,
1.597,14.928,165.662,359.965,16.605,0.000,-0.506,,,
1.596,15.582,165.704,0.190,16.616,0.000,-0.511,,,
1.593,16.479,165.931,0.245,16.626,0.000,-0.518,,,
1.592,17.332,166.501,0.081,16.636,0.000,-0.525,,,
1.589,18.881,168.193,359.977,16.646,0.000,-0.536,,,
1.586,20.232,169.077,359.804,16.652,0.000,-0.545,,,
1.581,22.829,169.530,359.469,16.659,0.000,-0.585,,,
1.569,28.025,170.506,359.134,16.663,0.000,-0.685,,,
1.569,28.144,171.136,359.224,16.665,0.000,-0.777,,,
1.569,27.999,171.413,358.792,16.666,0.000,-0.876,,,
1.570,27.704,171.470,358.590,16.686,0.000,-0.951,,,
1.571,27.316,171.434,358.620,16.732,0.000,-1.003,,,
1.571,27.012,171.237,358.634,16.780,0.000,-1.056,,,
1.572,26.642,170.991,358.922,16.825,0.000,-1.103,,,
1.572,26.346,171.397,359.233,16.887,0.000,-1.184,,,
1.573,25.841,172.038,359.608,16.911,0.000,-1.276,,,
1.575,24.925,173.101,0.169,16.886,0.000,-1.376,,,
1.579,22.899,176.338,0.798,16.838,0.000,-1.505,,,
1.579,22.531,178.296,0.361,16.790,0.000,-1.594,,,
