"Player Height {0.100}","Head Rotation X {0.100}","Head Rotation Y {0.100}","Head Rotation Z {0.100}","Player Position X {0.100}","Player Position Y {0.100}","Player Position Z {0.100}","Object Viewed by Player {0.100}","Simulation Timings {0.200}"
1.383,12.843,110.912,1.168,0.035,0.000,0.447,,
1.388,11.600,110.051,1.234,0.093,0.000,0.450,,
1.395,8.835,107.348,1.843,0.150,0.000,0.457,,
1.399,6.640,108.985,0.123,0.204,0.000,0.464,,
1.404,3.254,112.959,355.826,0.260,0.000,0.467,,
1.409,0.139,115.864,352.450,0.315,0.000,0.463,,
1.418,356.421,116.747,353.601,0.367,0.000,0.454,,
1.423,353.222,114.940,357.009,0.419,0.000,0.444,,
1.426,351.665,110.395,0.487,0.475,0.000,0.436,,
1.430,351.437,102.374,3.009,0.530,0.000,0.435,,
1.431,351.759,86.097,6.585,0.590,0.000,0.450,,
1.435,350.904,79.971,4.806,0.647,0.000,0.473,,
1.434,351.581,83.967,1.984,0.711,0.000,0.488,,
1.434,352.136,89.255,358.283,0.775,0.000,0.484,,
1.434,351.346,94.110,354.522,0.827,0.000,0.468,,
1.433,352.067,97.762,353.353,0.873,0.000,0.446,,
1.428,352.737,96.690,354.774,0.921,0.000,0.416,,
1.423,355.869,95.915,359.474,0.969,0.000,0.384,,
1.421,357.027,95.478,0.636,1.010,0.000,0.350,,
1.422,357.878,94.642,1.057,1.048,0.000,0.316,,
1.419,0.589,93.429,0.566,1.088,0.000,0.281,,
1.418,1.692,92.234,359.732,1.128,0.000,0.244,,
1.422,0.487,90.238,358.875,1.170,0.000,0.208,,
1.421,0.890,88.880,358.336,1.211,0.000,0.174,,
1.418,1.996,82.382,359.895,1.258,0.000,0.139,,
1.422,0.681,64.661,1.292,1.313,0.000,0.112,,
1.422,359.174,46.632,2.217,1.376,0.000,0.104,,
1.423,356.522,21.223,4.921,1.427,0.000,0.128,,
1.422,355.111,358.152,6.950,1.467,0.000,0.169,,
1.421,354.264,354.765,6.876,1.505,0.000,0.216,,
1.421,353.741,350.102,7.878,1.541,0.000,0.267,,
1.421,353.188,348.003,8.460,1.579,0.000,0.329,,
1.426,350.355,349.756,7.849,1.626,0.000,0.391,,
1.425,352.047,23.547,1.726,1.685,0.000,0.411,,
1.421,355.473,52.070,358.849,1.740,0.000,0.387,,
1.412,359.917,72.147,356.569,1.788,0.000,0.339,,
1.406,3.501,81.257,356.235,1.822,0.000,0.294,,
1.403,4.987,85.372,357.228,1.852,0.000,0.247,,
1.400,6.970,90.060,357.996,1.874,0.000,0.200,,
1.399,7.722,92.594,358.844,1.895,0.000,0.138,,
1.401,6.649,92.730,359.687,1.918,0.000,0.077,,
1.402,6.285,91.990,0.584,1.955,0.000,0.030,,
1.401,6.701,91.383,0.873,1.991,0.000,0.000,,
1.401,6.947,90.886,1.703,2.039,0.000,-0.034,,
1.405,4.092,90.362,3.134,2.090,0.000,-0.065,,
1.409,1.458,89.836,4.149,2.144,0.000,-0.095,,
1.410,1.559,88.910,4.099,2.199,0.000,-0.124,,
1.409,1.675,88.320,3.877,2.244,0.000,-0.146,,
1.409,1.454,87.968,3.651,2.302,0.000,-0.174,,
1.410,0.673,87.882,3.222,2.347,0.000,-0.196,,
1.410,0.495,87.849,2.745,2.392,0.000,-0.219,,
1.412,359.320,88.290,2.580,2.449,0.000,-0.248,,
1.412,359.222,88.592,3.276,2.507,0.000,-0.279,,
1.412,359.836,87.910,3.315,2.564,0.000,-0.310,,
1.411,0.426,86.634,4.142,2.622,0.000,-0.336,,
1.412,359.880,85.804,4.348,2.674,0.000,-0.345,,
1.412,359.893,85.602,4.172,2.725,0.000,-0.344,,
1.410,0.751,86.733,4.286,2.791,0.000,-0.341,,
1.409,1.135,87.700,5.371,2.853,0.000,-0.339,,
1.408,1.409,88.618,7.892,2.919,0.000,-0.338,,
1.409,0.975,88.645,7.927,2.970,0.000,-0.339,,
1.408,1.681,88.306,6.698,3.036,0.000,-0.340,,
1.406,2.917,88.352,6.653,3.088,0.000,-0.341,,
1.408,1.800,88.433,7.263,3.152,0.000,-0.343,,
1.415,357.986,88.241,7.593,3.202,0.000,-0.344,,
1.421,354.181,87.852,7.503,3.268,0.000,-0.346,,
1.419,353.844,87.888,7.414,3.323,0.000,-0.348,,
1.417,354.197,88.021,7.644,3.389,0.000,-0.351,,
1.415,356.524,87.068,7.743,3.453,0.000,-0.353,,
1.411,359.187,86.357,7.070,3.520,0.000,-0.354,,
1.414,356.253,86.454,7.610,3.585,0.000,-0.354,,
1.420,353.122,85.717,8.353,3.636,0.000,-0.355,,
1.426,348.639,83.315,9.153,3.702,0.000,-0.353,,
1.427,346.949,81.693,9.818,3.753,0.000,-0.351,,
1.426,347.274,81.102,10.312,3.803,0.000,-0.347,,
1.425,348.074,81.315,11.510,3.868,0.000,-0.342,,
1.423,348.045,81.386,12.566,3.918,0.000,-0.339,,
1.421,349.102,81.201,13.457,3.985,0.000,-0.335,,
1.421,349.013,81.530,12.993,4.053,0.000,-0.330,,
1.421,348.823,81.525,12.742,4.119,0.000,-0.326,,
1.420,348.984,81.418,12.404,4.184,0.000,-0.323,,
1.420,348.848,81.630,12.004,4.235,0.000,-0.320,,
1.419,349.606,82.520,11.533,4.303,0.000,-0.317,,
1.418,350.372,82.977,11.785,4.367,0.000,-0.315,,
1.417,350.827,82.863,11.848,4.417,0.000,-0.313,,
1.417,351.166,83.512,11.071,4.482,0.000,-0.312,,
1.417,351.440,84.369,10.234,4.536,0.000,-0.312,,
1.416,351.846,84.767,9.667,4.603,0.000,-0.313,,
1.415,352.254,84.705,9.393,4.666,0.000,-0.313,,
1.414,352.896,84.615,9.254,4.734,0.000,-0.314,,
1.414,353.324,84.540,9.054,4.800,0.000,-0.314,,
1.415,353.826,84.937,8.820,4.867,0.000,-0.315,,
1.415,353.879,85.298,9.224,4.919,0.000,-0.316,,
1.416,353.312,85.822,11.319,4.982,0.000,-0.317,,
1.417,352.753,84.989,14.201,5.032,0.000,-0.319,,
1.417,352.390,83.754,17.186,5.082,0.000,-0.319,,
1.414,352.412,82.382,20.700,5.150,0.000,-0.317,,
1.411,352.276,81.122,23.467,5.200,0.000,-0.315,,
1.410,352.277,80.684,24.102,5.251,0.000,-0.312,,
1.410,352.407,81.245,23.181,5.318,0.000,-0.308,,
1.411,352.284,81.291,22.807,5.369,0.000,-0.306,,
1.412,352.171,80.445,22.012,5.432,0.000,-0.302,,
1.414,351.636,80.223,21.379,5.482,0.000,-0.299,,
1.415,351.119,80.630,20.603,5.548,0.000,-0.295,,
1.417,350.390,80.848,19.952,5.599,0.000,-0.293,,
1.419,349.601,80.823,18.955,5.667,0.000,-0.289,,
1.417,350.199,81.476,18.282,5.732,0.000,-0.286,,
1.420,349.100,81.431,17.707,5.797,0.000,-0.284,,
1.422,347.521,81.135,17.024,5.847,0.000,-0.281,,
1.422,347.418,81.682,16.099,5.914,0.000,-0.279,,
1.421,347.723,82.161,15.220,5.980,0.000,-0.277,,
1.417,349.229,82.814,14.659,6.048,0.000,-0.275,,
1.419,349.484,83.222,13.977,6.099,0.000,-0.274,,
1.419,349.471,83.737,11.833,6.163,0.000,-0.273,,
1.419,350.602,84.206,10.778,6.228,0.000,-0.273,,
1.420,349.550,84.766,11.097,6.279,0.000,-0.274,,
1.423,348.591,84.036,10.619,6.347,0.000,-0.273,,
1.422,348.386,83.141,10.263,6.412,0.000,-0.272,,
1.426,346.003,82.852,10.217,6.463,0.000,-0.271,,
1.425,347.356,81.631,9.915,6.528,0.000,-0.269,,
1.425,347.770,80.804,9.851,6.580,0.000,-0.266,,
1.433,345.009,79.851,9.211,6.644,0.000,-0.266,,
1.433,346.374,78.322,9.727,6.709,0.000,-0.269,,
1.432,345.302,78.306,8.939,6.758,0.000,-0.271,,
1.433,343.747,79.769,7.328,6.823,0.000,-0.275,,
1.432,342.630,79.615,6.427,6.876,0.000,-0.278,,
1.431,340.972,80.036,5.252,6.939,0.000,-0.281,,
1.429,337.041,81.479,3.508,6.989,0.000,-0.284,,
1.418,332.918,83.368,0.595,7.039,0.000,-0.289,,
1.372,342.755,84.046,0.867,7.105,0.000,-0.298,,
1.333,344.980,86.478,359.861,7.170,0.000,-0.307,,
1.321,346.440,87.037,0.013,7.219,0.000,-0.316,,
1.305,351.213,88.488,0.102,7.269,0.000,-0.325,,
1.272,356.363,88.793,0.922,7.334,0.000,-0.339,,
1.241,2.516,86.423,2.002,7.383,0.000,-0.348,,
1.220,6.563,82.597,1.658,7.449,0.000,-0.355,,
1.230,3.550,82.561,1.208,7.499,0.000,-0.360,,
1.253,0.169,82.675,0.231,7.565,0.000,-0.366,,
1.285,356.435,83.412,359.522,7.615,0.000,-0.371,,
1.329,351.167,84.981,359.357,7.665,0.000,-0.378,,
1.380,344.684,85.130,357.785,7.730,0.000,-0.387,,
1.412,344.766,83.709,358.351,7.782,0.000,-0.393,,
1.430,344.860,83.444,359.587,7.846,0.000,-0.399,,
1.423,344.081,84.878,359.862,7.896,0.000,-0.405,,
1.401,337.966,87.386,359.636,7.961,0.000,-0.415,,
1.381,326.549,88.403,0.087,8.027,0.000,-0.428,,
1.369,317.062,89.756,359.239,8.080,0.000,-0.439,,
1.366,313.702,89.119,0.985,8.134,0.000,-0.450,,
1.368,315.416,86.414,2.797,8.190,0.000,-0.458,,
1.377,318.657,86.484,2.759,8.241,0.000,-0.464,,
1.396,328.795,84.982,3.707,8.303,0.000,-0.470,,
1.408,339.311,85.349,3.488,8.370,0.000,-0.477,,
1.407,345.939,86.369,4.954,8.435,0.000,-0.483,,
1.408,351.409,86.790,5.459,8.502,0.000,-0.489,,
1.411,354.317,86.366,5.611,8.567,0.000,-0.489,,
1.415,356.542,85.923,6.370,8.635,0.000,-0.489,,
1.413,358.264,86.116,6.341,8.704,0.000,-0.488,,
1.414,357.197,87.248,5.994,8.767,0.000,-0.489,,
1.414,357.810,88.015,5.838,8.820,0.000,-0.490,,
1.412,358.901,88.193,5.379,8.883,0.000,-0.493,,
1.412,358.824,88.700,5.002,8.935,0.000,-0.496,,
1.411,359.527,89.135,5.901,9.004,0.000,-0.501,,
1.411,359.238,88.549,6.192,9.066,0.000,-0.506,,
1.414,358.238,87.738,6.907,9.134,0.000,-0.510,,
1.421,356.354,86.634,8.357,9.199,0.000,-0.512,,
1.427,355.000,84.827,9.973,9.266,0.000,-0.510,,
1.422,355.846,82.807,10.371,9.317,0.000,-0.507,,
1.425,356.935,80.509,8.846,9.382,0.000,-0.497,,
1.425,357.917,80.738,8.557,9.447,0.000,-0.484,,
1.425,358.286,81.395,8.458,9.497,0.000,-0.475,,
1.424,358.882,82.592,7.787,9.551,0.000,-0.463,,
1.420,1.036,83.909,6.683,9.607,0.000,-0.450,,
1.418,2.541,84.992,5.753,9.661,0.000,-0.437,,
1.420,1.499,86.190,5.425,9.716,0.000,-0.425,,
1.422,0.287,86.689,5.457,9.770,0.000,-0.418,,
1.424,359.432,86.841,5.274,9.824,0.000,-0.411,,
1.424,358.933,87.278,5.214,9.884,0.000,-0.405,,
1.425,358.458,87.756,4.462,9.941,0.000,-0.400,,
1.425,358.218,88.050,3.817,9.997,0.000,-0.395,,
1.426,357.984,88.157,3.862,10.051,0.000,-0.392,,
1.427,357.176,88.233,4.001,10.106,0.000,-0.388,,
1.428,356.481,88.337,4.271,10.161,0.000,-0.384,,
1.430,355.390,88.211,4.958,10.219,0.000,-0.380,,
1.431,354.505,87.285,5.805,10.273,0.000,-0.376,,
1.432,353.680,84.753,7.480,10.333,0.000,-0.370,,
1.431,354.101,83.073,8.110,10.387,0.000,-0.363,,
1.429,354.735,81.854,8.895,10.442,0.000,-0.353,,
1.429,355.143,81.221,9.304,10.492,0.000,-0.331,,
1.428,355.778,82.280,9.140,10.529,0.000,-0.296,,
1.427,356.017,84.894,8.733,10.574,0.000,-0.255,,
1.427,355.876,89.410,8.210,10.621,0.000,-0.217,,
1.427,355.862,97.555,8.124,10.665,0.000,-0.187,,
1.427,355.978,104.141,8.511,10.683,0.000,-0.161,,
1.427,355.711,108.995,8.606,10.749,0.000,-0.167,,
1.426,355.615,111.759,9.153,10.804,0.000,-0.177,,
1.424,356.459,110.002,10.047,10.854,0.000,-0.185,,
1.416,1.140,102.573,11.204,10.919,0.000,-0.189,,
1.409,5.007,97.205,11.235,10.971,0.000,-0.187,,
1.403,8.097,91.641,11.236,11.035,0.000,-0.177,,
1.403,8.211,89.395,10.686,11.086,0.000,-0.167,,
1.404,7.936,89.078,10.150,11.145,0.000,-0.154,,
1.406,7.061,89.456,9.398,11.199,0.000,-0.143,,
1.408,6.224,89.838,8.772,11.254,0.000,-0.132,,
1.410,5.219,90.206,7.941,11.308,0.000,-0.121,,
1.412,4.472,90.624,7.031,11.362,0.000,-0.116,,
1.412,4.003,90.808,6.417,11.418,0.000,-0.113,,
1.412,3.968,90.970,6.033,11.476,0.000,-0.110,,
1.413,3.743,91.295,5.472,11.528,0.000,-0.108,,
1.413,3.826,91.935,4.816,11.586,0.000,-0.106,,
1.412,4.100,92.661,4.373,11.641,0.000,-0.104,,
1.412,4.488,93.195,4.245,11.695,0.000,-0.103,,
1.412,4.323,93.548,4.314,11.751,0.000,-0.103,,
1.413,4.138,93.822,4.464,11.807,0.000,-0.102,,
1.413,4.127,94.029,4.500,11.862,0.000,-0.102,,
1.412,4.431,94.186,4.523,11.917,0.000,-0.103,,
1.411,4.809,94.382,4.652,11.973,0.000,-0.104,,
1.411,4.582,94.451,4.925,12.028,0.000,-0.105,,
1.413,3.502,94.451,5.530,12.084,0.000,-0.106,,
1.416,1.960,94.371,6.263,12.139,0.000,-0.107,,
1.418,0.380,94.131,6.971,12.195,0.000,-0.108,,
1.420,359.427,93.860,7.170,12.253,0.000,-0.108,,
1.420,358.928,93.420,7.544,12.306,0.000,-0.108,,
1.421,358.604,93.121,8.085,12.361,0.000,-0.108,,
1.422,358.025,93.165,8.703,12.417,0.000,-0.108,,
1.422,357.576,93.271,9.195,12.472,0.000,-0.108,,
1.423,357.187,93.265,9.461,12.527,0.000,-0.108,,
1.422,357.554,92.663,9.637,12.583,0.000,-0.108,,
1.420,359.049,92.503,9.216,12.640,0.000,-0.107,,
1.417,0.702,92.615,8.697,12.700,0.000,-0.107,,
1.417,0.783,92.914,8.272,12.761,0.000,-0.107,,
1.417,0.725,93.467,8.108,12.822,0.000,-0.107,,
1.417,0.887,93.533,7.875,12.879,0.000,-0.107,,
1.416,1.332,93.590,7.666,12.940,0.000,-0.108,,
1.415,1.743,93.706,7.558,12.996,0.000,-0.109,,
1.415,1.862,93.874,7.316,13.051,0.000,-0.110,,
1.415,2.018,94.036,7.145,13.106,0.000,-0.111,,
1.414,2.485,93.980,7.060,13.161,0.000,-0.112,,
1.413,3.417,93.968,7.028,13.216,0.000,-0.113,,
1.411,4.198,93.977,6.851,13.271,0.000,-0.114,,
1.410,4.819,94.105,6.733,13.327,0.000,-0.115,,
1.409,5.549,94.235,6.850,13.383,0.000,-0.116,,
1.407,6.038,94.236,6.948,13.438,0.000,-0.117,,
1.407,6.593,94.253,7.077,13.494,0.000,-0.118,,
1.406,6.906,94.243,7.151,13.549,0.000,-0.120,,
1.405,6.888,94.219,7.206,13.611,0.000,-0.121,,
1.406,6.587,94.634,7.012,13.677,0.000,-0.123,,
1.407,6.267,94.890,7.155,13.744,0.000,-0.125,,
1.407,6.001,94.878,7.084,13.797,0.000,-0.127,,
1.407,5.792,95.102,7.177,13.860,0.000,-0.129,,
1.408,5.553,95.462,7.163,13.911,0.000,-0.132,,
1.409,4.740,96.187,7.222,13.977,0.000,-0.135,,
1.411,3.602,97.316,7.204,14.032,0.000,-0.139,,
1.414,2.396,98.715,7.430,14.087,0.000,-0.144,,
1.415,1.485,100.123,7.635,14.143,0.000,-0.151,,
1.415,1.037,101.287,7.910,14.198,0.000,-0.159,,
1.414,1.392,102.044,8.257,14.252,0.000,-0.167,,
1.413,1.543,102.242,8.305,14.307,0.000,-0.176,,
1.414,1.313,102.316,8.179,14.363,0.000,-0.186,,
1.415,0.537,102.600,7.987,14.417,0.000,-0.195,,
1.417,359.253,103.159,8.534,14.473,0.000,-0.204,,
1.422,356.040,103.788,10.529,14.526,0.000,-0.214,,
1.430,350.677,103.532,12.802,14.581,0.000,-0.224,,
1.437,346.283,103.285,14.324,14.635,0.000,-0.231,,
1.440,343.583,103.400,15.347,14.691,0.000,-0.232,,
1.441,342.590,103.487,16.105,14.747,0.000,-0.231,,
1.441,342.373,103.047,16.656,14.802,0.000,-0.230,,
1.441,341.968,102.931,17.092,14.860,0.000,-0.229,,
1.442,341.490,103.322,17.460,14.913,0.000,-0.229,,
1.442,341.282,103.697,17.318,14.970,0.000,-0.229,,
1.441,341.540,103.928,17.379,15.024,0.000,-0.230,,
1.439,343.267,104.282,17.190,15.084,0.000,-0.231,,
1.434,347.210,104.798,16.906,15.138,0.000,-0.233,,
1.427,351.710,105.403,16.003,15.196,0.000,-0.236,,
1.422,355.119,105.524,15.115,15.254,0.000,-0.239,,
1.419,356.882,105.641,14.789,15.304,0.000,-0.242,,
1.420,356.243,105.868,15.169,15.362,0.000,-0.245,,
1.421,355.817,105.990,15.310,15.421,0.000,-0.249,,
1.422,355.424,106.303,15.204,15.473,0.000,-0.253,,
1.422,355.492,106.810,14.929,15.529,0.000,-0.257,,
1.416,358.728,108.144,13.905,15.592,0.000,-0.263,,
1.405,4.903,109.520,12.471,15.645,0.000,-0.270,,
1.394,11.101,111.120,10.244,15.700,0.000,-0.278,,
1.383,16.812,112.651,7.987,15.754,0.000,-0.288,,
1.374,20.843,114.168,6.050,15.813,0.000,-0.300,,
1.367,24.342,116.406,4.886,15.865,0.000,-0.312,,
1.360,27.856,117.396,4.179,15.918,0.000,-0.327,,
1.352,31.082,115.867,3.828,15.970,0.000,-0.341,,
1.347,33.946,112.742,3.481,16.025,0.000,-0.353,,
1.346,35.365,110.651,3.554,16.083,0.000,-0.363,,
1.344,34.341,110.374,3.965,16.135,0.000,-0.371,,
1.344,36.033,112.917,2.613,16.191,0.000,-0.380,,
1.349,35.047,116.697,1.574,16.242,0.000,-0.393,,
1.346,34.682,121.894,359.911,16.298,0.000,-0.410,,
1.344,35.972,128.627,358.462,16.349,0.000,-0.433,,
1.344,36.025,134.417,358.431,16.393,0.000,-0.459,,
1.339,37.617,143.705,1.638,16.439,0.000,-0.494,,
1.340,38.393,149.841,2.370,16.476,0.000,-0.531,,
1.346,36.670,160.621,3.134,16.513,0.000,-0.579,,
1.347,36.314,163.635,3.973,16.539,0.000,-0.623,,
1.352,36.034,166.491,5.265,16.562,0.000,-0.667,,
1.356,34.766,170.064,4.259,16.568,0.000,-0.677,,
1.368,29.156,190.472,6.833,16.568,0.000,-0.677,,
1.384,18.628,220.243,9.542,16.568,0.000,-0.677,,
1.400,8.101,255.656,7.204,16.568,0.000,-0.677,,
1.404,5.290,280.668,4.049,16.568,0.000,-0.677,,
1.414,359.746,278.956,4.181,16.568,0.000,-0.677,,
1.427,354.579,272.280,4.737,16.568,0.000,-0.677,,
1.435,350.410,265.928,6.748,16.568,0.000,-0.677,,
1.437,349.885,263.228,7.802,16.568,0.000,-0.677,,
1.434,351.007,260.924,9.570,16.568,0.000,-0.677,,
1.433,351.187,259.816,9.450,16.568,0.000,-0.677,,
1.431,351.737,255.723,9.156,16.568,0.000,-0.677,,
1.428,353.435,250.437,10.184,16.568,0.000,-0.677,,
1.415,2.568,213.338,16.516,16.568,0.000,-0.677,,
1.404,8.985,181.612,15.058,16.568,0.000,-0.677,,
1.396,13.196,168.903,9.948,16.578,0.000,-0.695,,
1.390,16.647,156.202,7.437,16.605,0.000,-0.719,,
1.382,20.035,151.363,2.200,16.648,0.000,-0.733,,
1.377,21.642,152.760,358.933,16.685,0.000,-0.740,,
1.374,23.189,158.465,359.616,16.725,0.000,-0.748,,
1.367,23.950,165.866,358.091,16.777,0.000,-0.776,,
1.357,28.122,170.225,356.136,16.810,0.000,-0.808,,
1.350,33.068,173.194,356.925,16.841,0.000,-0.851,,
1.339,37.734,174.348,358.106,16.874,0.000,-0.905,,
1.339,38.888,173.418,359.795,16.899,0.000,-0.946,,
1.340,39.056,172.691,0.923,16.933,0.000,-1.002,,
1.339,40.629,173.237,1.500,16.966,0.000,-1.059,,
1.335,41.068,174.112,1.688,16.991,0.000,-1.103,,
1.334,41.790,176.416,0.898,17.018,0.000,-1.159,,
1.332,42.447,178.523,0.997,17.017,0.000,-1.195,,
1.330,43.186,180.589,2.074,17.024,0.000,-1.245,,
1.328,43.437,182.796,3.153,17.020,0.000,-1.302,,
1.328,43.265,183.917,4.071,17.010,0.000,-1.351,,
1.329,43.075,184.095,4.638,16.996,0.000,-1.400,,
1.333,41.805,182.983,3.811,16.978,0.000,-1.461,,
1.335,41.056,181.362,2.668,16.966,0.000,-1.512,,
1.341,38.830,179.682,1.272,16.958,0.000,-1.567,,
1.355,31.764,179.102,0.856,16.958,0.000,-1.632,,
1.364,27.728,178.742,1.838,16.961,0.000,-1.697,,
1.367,26.407,178.750,2.336,16.963,0.000,-1.748,,
1.368,25.738,180.272,3.829,16.964,0.000,-1.814,,
1.373,23.513,181.044,4.866,16.961,0.000,-1.880,,
1.386,17.286,180.638,6.040,16.956,0.000,-1.946,,
1.399,10.381,179.770,6.643,16.952,0.000,-1.996,,
1.415,1.897,178.467,5.912,16.949,0.000,-2.046,,
1.449,341.187,178.110,5.111,16.947,0.000,-2.112,,
1.457,333.006,178.233,4.773,16.945,0.000,-2.163,,
